identifiant_station,nom_station,station_en_fonctionnement,capacité_de_la_station,nombre_bornettes_libres,nombre_total_vélos_disponibles,vélos_mécaniques_disponibles,vélos_électriques_disponibles,borne_de_paiement_disponible,retour_vélib_possible,actualisation_de_la_donnée,coordonnées_géographiques,commune,code_postal
12157,Fabre d'Eglantine - Place de la Nation,True,68,64,4,0,4,True,True,2025-06-03 14:58:32+02:00,"48.8471116, 2.3956204",Paris,75056
11020,Belfort - Voltaire,True,39,30,9,4,5,True,True,2025-06-03 14:53:10+02:00,"48.8563358, 2.3829901",Paris,75056
20137,Borrégo - Gambetta,True,25,24,1,0,1,True,True,2025-06-03 14:58:08+02:00,"48.87330497045532, 2.4014145880937576",Paris,75056
16103,Traktir - Foch,True,22,21,1,0,1,True,True,2025-06-03 14:57:07+02:00,"48.872755334614, 2.2915497802487",Paris,75056
3004,Place de la République - Temple,True,18,1,17,4,13,True,True,2025-06-03 14:58:49+02:00,"48.867211201859, 2.3635464370545",Paris,75056
11046,Place de la République - Voltaire,True,19,7,8,2,6,True,True,2025-06-03 14:57:30+02:00,"48.866830968942, 2.3654810339212",Paris,75056
1022,Danielle Casanova - Place Vendôme,True,37,12,25,21,4,True,True,2025-06-03 14:55:11+02:00,"48.868266498223, 2.3304839059711",Paris,75056
19203,Pailleron - Bouret,True,27,21,6,2,4,True,True,2025-06-03 14:57:48+02:00,"48.880516995482, 2.3763902374411",Paris,75056
15060,Place de la Montagne du Goulet,True,21,1,20,19,1,True,True,2025-06-03 14:55:59+02:00,"48.8443415, 2.2773844",Paris,75056
11011,Richard Lenoir - Voltaire,True,25,10,10,5,5,True,True,2025-06-03 14:58:43+02:00,"48.86164273878, 2.3727491497993",Paris,75056
7111,Ecole Militaire - Place Joffre,True,26,22,3,1,2,True,True,2025-06-03 14:58:55+02:00,"48.852060203583, 2.3017993569374",Paris,75056
18205,Mauroy - Cheminots,True,32,28,3,1,2,True,True,2025-06-03 14:57:30+02:00,"48.897715198403, 2.357895075822",Paris,75056
6001,Institut de France,True,17,1,16,14,2,True,True,2025-06-03 14:55:15+02:00,"48.857615678565, 2.3358313530377",Paris,75056
8039,Colisée - Champs-Elysées,True,24,0,17,6,11,True,True,2025-06-03 14:55:20+02:00,"48.870475399387, 2.3076190799475",Paris,75056
17038,Grande Armée - Brunel,True,62,40,16,14,2,True,True,2025-06-03 14:58:20+02:00,"48.876116, 2.288124",Paris,75056
7109,Place Joffre - Frédéric le Play,True,38,30,7,2,5,True,True,2025-06-03 14:58:07+02:00,"48.853754486938, 2.3044242337346",Paris,75056
4010,Saint-Antoine Sévigné,True,26,5,20,16,4,True,True,2025-06-03 14:58:47+02:00,"48.8550222, 2.3612322",Paris,75056
4108,Quai de Béthune - Pont de la Tournelle,True,25,20,4,1,3,True,True,2025-06-03 14:53:37+02:00,"48.85097433194, 2.3563072085381",Paris,75056
13123,BNF - Bibliothèque Nationale de France,True,42,1,64,55,9,True,True,2025-06-03 14:58:45+02:00,"48.8350268238, 2.3760157451034",Paris,75056
16005,Raymond Poincaré - Place Victor Hugo,True,25,23,1,0,1,True,True,2025-06-03 14:55:28+02:00,"48.87030612437, 2.2850745414202",Paris,75056
8052,Balzac - Champs Elysées,True,30,4,26,5,21,True,True,2025-06-03 14:58:41+02:00,"48.872699639621, 2.3001953959465",Paris,75056
12201,Dugommier,True,53,45,8,2,6,True,True,2025-06-03 14:57:46+02:00,"48.838811048815, 2.3896577954292",Paris,75056
19018,Cité de la Musique,True,60,41,12,7,5,True,True,2025-06-03 14:57:53+02:00,"48.888796556487, 2.3925811931922",Paris,75056
18203,Lamarck - Saint-Ouen,True,40,40,0,0,0,False,False,2025-06-03 14:49:12+02:00,"48.891334555236, 2.3272445342326",Paris,75056
14021,Place de la Porte de Châtillon,True,59,56,3,0,3,True,True,2025-06-03 14:56:24+02:00,"48.8242469, 2.3186306",Paris,75056
15058,Place du Moulin de Javel,True,45,1,61,53,8,True,True,2025-06-03 14:57:20+02:00,"48.84021670922, 2.2716060653329",Paris,75056
13106,Bobillot - Paulin Mery,True,23,22,1,0,1,True,True,2025-06-03 14:51:56+02:00,"48.829899841747, 2.3543356766749",Paris,75056
12010,Daumesnil - Picpus,True,21,17,2,1,1,True,True,2025-06-03 14:57:45+02:00,"48.8374688, 2.401765",Paris,75056
15122,Place Charles Vallin,True,26,21,5,2,3,True,True,2025-06-03 14:57:53+02:00,"48.835523812041, 2.3025986552238",Paris,75056
10031,Louis Blanc - Aqueduc,True,37,32,4,0,4,True,True,2025-06-03 14:58:31+02:00,"48.882030182599, 2.363561578095",Paris,75056
1003,Saint-Denis - Rivoli,True,43,10,33,30,3,True,True,2025-06-03 14:58:14+02:00,"48.859059340842, 2.3476943001151",Paris,75056
8002,Gare Saint-Lazare - Cour du Havre,True,45,23,20,4,16,True,True,2025-06-03 14:58:39+02:00,"48.875674400851, 2.3265598341823",Paris,75056
10013,Alibert - Jemmapes,True,60,46,10,7,3,True,True,2025-06-03 14:56:09+02:00,"48.871044051984, 2.3661044619878",Paris,75056
12127,Tremblay - Lac des Minimes,True,48,9,39,34,5,True,True,2025-06-03 14:58:47+02:00,"48.834131261494, 2.4547516554594",Paris,75056
15103,Cauchy - Cévennes,True,51,0,51,46,5,True,True,2025-06-03 14:57:02+02:00,"48.843372571022, 2.2751328349113",Paris,75056
18043,Clichy - Place Blanche,True,20,17,2,1,1,True,True,2025-06-03 14:53:07+02:00,"48.883601088297, 2.3332237824798",Paris,75056
15026,Bir Hakeim,True,33,7,24,16,8,True,True,2025-06-03 14:58:33+02:00,"48.853844054334, 2.289705348222",Paris,75056
4005,Quai des Célestins - Henri IV,True,0,0,0,0,0,False,False,2018-10-16 06:53:12+02:00,"48.8512971, 2.3624535",Paris,75056
8004,Malesherbes - Place de la Madeleine,True,67,12,57,26,31,True,True,2025-06-03 14:59:03+02:00,"48.870406028483, 2.323243509808",Paris,75056
17123,Mstislav Rostropovitch - Berthier,True,18,7,11,3,8,True,True,2025-06-03 14:54:59+02:00,"48.892120821173975, 2.309234105050564",Paris,75056
1002,Victoria - Place du Chatelet,True,22,12,10,6,4,True,True,2025-06-03 14:57:53+02:00,"48.857992591527, 2.3469167947769",Paris,75056
4104,Sebastopol - Rambuteau,True,16,8,8,3,5,True,True,2025-06-03 14:58:37+02:00,"48.86181809267, 2.3501381278038",Paris,75056
18014,Léon - Doudeauville,True,13,9,3,2,1,True,True,2025-06-03 14:55:54+02:00,"48.888324218452, 2.3535733726386",Paris,75056
9104,Caumartin - Provence,True,22,8,12,8,4,True,True,2025-06-03 14:58:21+02:00,"48.874422773426545, 2.3284685611724854",Paris,75056
5202,Arbalète - Claude Bernard,True,34,29,2,0,2,True,True,2025-06-03 14:57:58+02:00,"48.840008992, 2.347522975107",Paris,75056
15056,Place Balard,True,22,2,29,29,0,True,True,2025-06-03 14:53:57+02:00,"48.836395736424, 2.2784192115068",Paris,75056
12105,Bercy - Villot,True,33,10,21,15,6,True,True,2025-06-03 14:53:19+02:00,"48.841795009027, 2.3767850184816",Paris,75056
