identifiant_station,nom_station,station_en_fonctionnement,capacité_de_la_station,nombre_bornettes_libres,nombre_total_vélos_disponibles,vélos_mécaniques_disponibles,vélos_électriques_disponibles,borne_de_paiement_disponible,retour_vélib_possible,actualisation_de_la_donnée,coordonnées_géographiques,commune,code_postal
7016,Surcouf - Université,True,58,55,2,1,1,True,True,2025-06-03 06:25:59+02:00,"48.861273016278, 2.3094535509142",Paris,75056
14006,Saint-Jacques - Tombe Issoire,True,23,18,4,2,2,True,True,2025-06-03 14:58:24+02:00,"48.833206330538864, 2.3369108140468597",Paris,75056
18019,Square Raymond Souplex,True,52,48,3,1,2,True,True,2025-06-03 14:58:30+02:00,"48.89183721478911, 2.335426103165901",Paris,75056
17016,Brochant - Square des Batignolles,True,31,22,7,1,6,True,True,2025-06-03 14:59:00+02:00,"48.88818698581028, 2.316861143151153",Paris,75056
11003,Keller - La Roquette,True,34,21,11,7,4,True,True,2025-06-03 14:58:39+02:00,"48.8555508, 2.3752778",Paris,75056
20202,Dupont de l'Eure - Gambetta,True,31,27,4,2,2,True,True,2025-06-03 14:51:05+02:00,"48.8679385, 2.4003649",Paris,75056
11034,Parmentier - Fontaine au Roi,True,48,38,9,3,6,True,True,2025-06-03 14:51:54+02:00,"48.86787670551736, 2.372705978671471",Paris,75056
9012,Rougemont - Poissonnière,True,44,22,21,15,6,True,True,2025-06-03 14:57:08+02:00,"48.871611569354755, 2.345873080193996",Paris,75056
15020,Mairie du 15ème,True,32,22,10,10,0,True,True,2025-06-03 14:58:45+02:00,"48.8417762, 2.2986539",Paris,75056
19031,Manin - Crimée,True,23,18,4,2,2,True,True,2025-06-03 14:56:11+02:00,"48.8831217743719, 2.3863670602440834",Paris,75056
13113,Vistule - Choisy,True,33,26,5,0,5,True,True,2025-06-03 14:53:25+02:00,"48.82365543660611, 2.3615723848342896",Paris,75056
13114,Nationale - Marcel Duchamp,True,23,21,1,1,0,True,True,2025-06-03 14:51:02+02:00,"48.82463749337136, 2.3678014799952507",Paris,75056
15061,Square Desnouettes,True,22,3,17,17,0,True,True,2025-06-03 14:59:04+02:00,"48.83476837934194, 2.284142297394666",Paris,75056
20017,Saint-Blaise - Mouraud,True,27,21,2,1,1,True,True,2025-06-03 14:49:34+02:00,"48.85696177597818, 2.40869477391243",Paris,75056
11019,Charonne - Philippe-Auguste,True,32,28,4,0,4,True,True,2025-06-03 14:50:35+02:00,"48.855603162026, 2.39054639062",Paris,75056
5019,Poissy - Saint-Germain,True,25,3,22,16,6,True,True,2025-06-03 14:55:01+02:00,"48.84969649427, 2.3529685288668",Paris,75056
6014,Pont de Lodi - Dauphine,True,23,5,17,15,2,True,True,2025-06-03 14:57:04+02:00,"48.855296898603285, 2.339947307565249",Paris,75056
14007,Ferrus - Saint-Jacques,True,34,31,3,2,1,True,True,2025-06-03 14:55:22+02:00,"48.8313878, 2.3408563",Paris,75056
9113,Bleue - Trévise,True,30,26,2,1,1,True,True,2025-06-03 14:58:44+02:00,"48.87578906564573, 2.347289621829987",Paris,75056
4109,Mornay - Sully,True,15,2,13,10,3,True,True,2025-06-03 14:54:11+02:00,"48.84970399548416, 2.364460788667202",Paris,75056
3101,Porte Saint-Martin,True,34,23,10,4,6,True,True,2025-06-03 14:58:07+02:00,"48.86860172112996, 2.35570102930069",Paris,75056
2110,Jeûneurs - Mulhouse,True,28,22,5,2,3,True,True,2025-06-03 14:57:49+02:00,"48.868997, 2.346925",Paris,75056
19030,Melun - Jean Jaurès,True,28,26,2,0,2,True,True,2025-06-03 14:54:12+02:00,"48.8837796723475, 2.376477420330048",Paris,75056
7026,Place de Finlande,True,25,9,15,9,6,True,True,2025-06-03 14:58:21+02:00,"48.862408335967, 2.3113624379039",Paris,75056
11044,Square du Bataclan,True,20,16,2,1,1,True,True,2025-06-03 14:57:34+02:00,"48.8633762, 2.3711327",Paris,75056
1016,Thérèse - Opéra,True,25,4,21,15,6,True,True,2025-06-03 14:57:38+02:00,"48.866483514509, 2.3344334212238",Paris,75056
16041,Versailles - Claude Terrasse,True,46,38,8,5,3,True,True,2025-06-03 14:57:54+02:00,"48.840219338074, 2.263834191153",Paris,75056
8015,Roquépine - Malesherbes,True,53,1,52,37,15,True,True,2025-06-03 14:57:14+02:00,"48.873450733908, 2.3204044997692",Paris,75056
17033,Carnot - Général Lanrezac,True,30,26,4,0,4,True,True,2025-06-03 14:57:20+02:00,"48.875443870736, 2.2938242935036",Paris,75056
10164,Claude Vellefaux - Sambre et Meuse,True,34,31,3,1,2,True,True,2025-06-03 14:55:51+02:00,"48.875022, 2.370478",Paris,75056
11110,Roquette - Folie Regnault,True,52,47,4,0,4,True,True,2025-06-03 14:58:30+02:00,"48.859246959155485, 2.386553623578705",Paris,75056
11107,Faidherbe - Dahomey,True,44,39,3,2,1,True,True,2025-06-03 14:55:48+02:00,"48.851358329771806, 2.383823134795429",Paris,75056
12153,Terroirs de France - Lheureux,True,55,12,42,34,8,True,True,2025-06-03 14:57:50+02:00,"48.83212027074841, 2.388618104159832",Paris,75056
20103,Le Vau - Maurice Bertaux,True,25,21,4,4,0,True,True,2025-06-03 14:56:43+02:00,"48.86803439043193, 2.411030612453627",Paris,75056
14127,Odessa - Départ,True,39,38,1,0,1,True,True,2025-06-03 14:54:22+02:00,"48.842885590081, 2.3244281485677",Paris,75056
2014,Daunou - Louis le Grand,True,32,13,19,17,2,True,True,2025-06-03 14:58:22+02:00,"48.869113, 2.332515",Paris,75056
18035,René Binet - Porte de Montmartre,True,37,25,12,9,3,True,True,2025-06-03 14:53:43+02:00,"48.89905109950848, 2.3365534096956253",Paris,75056
8049,Georges V - François 1er,True,22,1,21,4,17,True,True,2025-06-03 14:58:18+02:00,"48.87034, 2.30082",Paris,75056
15009,Suffren - Pérignon,True,46,16,29,27,2,True,True,2025-06-03 14:58:37+02:00,"48.84717561492764, 2.307052147596786",Paris,75056
11048,Place Mireille Havet,True,43,34,6,1,5,True,True,2025-06-03 14:58:14+02:00,"48.850533, 2.383756",Paris,75056
2101,Bachaumont - Montmartre,True,33,11,22,17,5,True,True,2025-06-03 14:58:31+02:00,"48.86617395079137, 2.3449775576591496",Paris,75056
12154,Square Georges Melies,True,40,17,21,17,4,True,True,2025-06-03 14:58:01+02:00,"48.84070239213081, 2.409667745232582",Paris,75056
20117,Saint-Fargeau - Mortier,True,31,30,1,0,1,True,True,2025-06-03 14:53:36+02:00,"48.87266656122256, 2.407912909984589",Paris,75056
14125,Dareau - Broussais,True,24,22,2,0,2,True,True,2025-06-03 14:58:48+02:00,"48.8307758, 2.3361804",Paris,75056
19021,Mairie du 19ème,True,27,23,4,2,2,True,True,2025-06-03 14:53:17+02:00,"48.88256264247959, 2.3812624812126164",Paris,75056
17104,Jardin Marguerite Long,True,22,17,4,2,2,True,True,2025-06-03 14:55:11+02:00,"48.8816985773914, 2.2836575657129288",Paris,75056
13047,Boutroux - Porte de Vitry,True,49,14,34,34,0,True,True,2025-06-03 14:57:23+02:00,"48.822632, 2.377738",Paris,75056
18114,Véron - Lepic,True,23,19,3,0,3,True,True,2025-06-03 14:56:32+02:00,"48.88526123395252, 2.334559857845307",Paris,75056
13022,Butte aux Cailles - Esperance,True,36,31,2,0,2,True,True,2025-06-03 14:58:55+02:00,"48.82758774190948, 2.3492151126265526",Paris,75056
20045,Louis Ganne - Davout,True,30,30,0,0,0,True,True,2025-06-03 14:56:49+02:00,"48.86338720692607, 2.409725748002529",Paris,75056
19113,Pré Saint-Gervais - Lilas,True,28,27,1,0,1,True,True,2025-06-03 14:59:01+02:00,"48.877870626988, 2.3959073424339",Paris,75056
13019,Fernand Braudel - Vincent Auriol,True,36,0,34,30,4,True,True,2025-06-03 14:58:25+02:00,"48.83637852318147, 2.3723404482007027",Paris,75056
14128,Gergovie - Vercingétorix,True,29,25,1,1,0,True,True,2025-06-03 14:57:13+02:00,"48.83453413883994, 2.313154547426182",Paris,75056
5030,Sorbonne - Ecoles,True,50,25,23,19,4,True,True,2025-06-03 14:58:18+02:00,"48.849686566191, 2.3434996604919",Paris,75056
10039,Sambre et Meuse - Villette,True,25,20,4,0,4,True,True,2025-06-03 14:55:41+02:00,"48.874405666217, 2.3738072379951",Paris,75056
19036,Hôpital Robert Debré,True,33,26,6,0,6,True,True,2025-06-03 14:58:26+02:00,"48.88005222200894, 2.4008650346327003",Paris,75056
9015,Lamartine - Faubourg Montmartre,True,32,25,7,3,4,True,True,2025-06-03 14:58:34+02:00,"48.876613982891, 2.3397656902671",Paris,75056
8029,Place du Canada,True,58,6,52,30,22,True,True,2025-06-03 14:58:41+02:00,"48.865346269363, 2.3101937879648",Paris,75056
12129,Bois de Vincennes - Porte Jaune,True,35,28,7,7,0,True,True,2025-06-03 14:58:17+02:00,"48.838751246689455, 2.4605489149689674",Paris,75056
8105,François 1er - Lincoln,True,31,3,28,4,24,True,True,2025-06-03 14:58:51+02:00,"48.869517979344, 2.3024262188416",Paris,75056
16031,Vignes - Boulainvilliers,True,21,17,4,2,2,True,True,2025-06-03 14:56:22+02:00,"48.856399483950504, 2.275240458548069",Paris,75056
8011,Clapeyron - Moscou,True,15,10,5,1,4,True,True,2025-06-03 14:55:57+02:00,"48.88078819514121, 2.324815057218075",Paris,75056
17005,Brochant - Clichy,True,53,44,7,6,1,True,True,2025-06-03 14:56:37+02:00,"48.89032998912038, 2.319730559929781",Paris,75056
13020,Paul Klee - Place Augusta Holmes,True,43,10,33,22,11,True,True,2025-06-03 14:58:53+02:00,"48.838946417408025, 2.3704235663952966",Paris,75056
14113,Santé - Arago,True,38,37,1,0,1,True,True,2025-06-03 14:52:57+02:00,"48.83507657562064, 2.3415737262044938",Paris,75056
14016,René Coty - Parc Montsouris,True,55,52,3,3,0,True,True,2025-06-03 14:56:23+02:00,"48.82479134498032, 2.336124926805496",Paris,75056
12033,François Truffaut - Saint Emilion,True,66,3,62,57,5,True,True,2025-06-03 14:58:04+02:00,"48.83372354344807, 2.386601903271428",Paris,75056
7024,Rapp - Place du Général Gouraud,True,31,19,10,8,2,True,True,2025-06-03 14:56:56+02:00,"48.858102885107, 2.3004072904587",Paris,75056
20004,Commandant l'Herminier - Gallieni,True,17,14,3,2,1,True,True,2025-06-03 14:57:50+02:00,"48.847040552603, 2.4160453677177",Paris,75056
18142,Jessaint - Marx Dormoy,True,30,25,5,2,3,True,True,2025-06-03 14:57:28+02:00,"48.88484543106364, 2.358930408954621",Paris,75056
12150,Bastille - Quai de la Rapée,True,27,12,14,10,4,True,True,2025-06-03 14:56:27+02:00,"48.84682410855, 2.3669364675879",Paris,75056
12120,Lac Daumesnil - Saint-Maurice,True,50,37,13,8,5,True,True,2025-06-03 14:51:24+02:00,"48.82774555743318, 2.4183654785156246",Paris,75056
11031,Jacquard - Ternaux,True,39,34,4,3,1,True,True,2025-06-03 14:54:24+02:00,"48.8646605, 2.373162",Paris,75056
13110,Moulin de la Pointe,True,22,16,6,1,5,True,True,2025-06-03 14:53:16+02:00,"48.82092946051445, 2.3563179373741145",Paris,75056
12125,Pyramide - Parc Floral,True,50,28,20,11,9,True,True,2025-06-03 14:57:50+02:00,"48.837442, 2.440452",Paris,75056
13515,Auguste Blanqui - Glacière,True,60,50,10,9,1,True,True,2025-06-03 14:53:47+02:00,"48.831151602964, 2.343822196126",Paris,75056
10152,Gare du Nord - Place de Valenciennes,True,25,17,8,1,7,True,True,2025-06-03 14:58:25+02:00,"48.879089, 2.354235",Paris,75056
15131,Charles Lecocq - Lecourbe,True,30,25,5,4,1,True,True,2025-06-03 14:56:55+02:00,"48.84044, 2.294867",Paris,75056
4107,Beaumarchais - Pas de la Mule,True,18,4,14,5,9,True,True,2025-06-03 14:56:23+02:00,"48.855580507049, 2.3684333673431",Paris,75056
9036,Athènes - Clichy,True,20,16,3,1,2,True,True,2025-06-03 14:57:57+02:00,"48.878113787876, 2.32956021945824",Paris,75056
13027,Mazagran - Pierre de Coubertin,True,15,12,3,2,1,True,True,2025-06-03 14:56:07+02:00,"48.816218640260445, 2.344226874411106",Paris,75056
20047,Cours de Vincennes - Davout,True,48,44,4,3,1,True,True,2025-06-03 14:57:49+02:00,"48.847238029966, 2.4107042336225",Paris,75056
17029,Pierre Demours - Laugier,True,37,30,6,5,1,True,True,2025-06-03 14:56:33+02:00,"48.8813072, 2.294846",Paris,75056
9013,Mairie du 9ème,True,24,5,17,14,3,True,True,2025-06-03 14:56:32+02:00,"48.873267137583, 2.3407534480528",Paris,75056
10004,Metz - Faubourg Saint-Denis,True,48,32,16,6,10,True,True,2025-06-03 14:58:55+02:00,"48.870893, 2.353521",Paris,75056
11103,Pelée - Alphonse Baudin,True,38,32,3,1,2,True,True,2025-06-03 14:58:52+02:00,"48.8600265, 2.3710541",Paris,75056
20039,Belleville - Couronnes,True,50,41,7,3,4,True,True,2025-06-03 14:56:32+02:00,"48.868831082877, 2.3809862136841",Paris,75056
17001,Guy Môquet - Saint-Ouen,True,53,45,6,1,5,True,True,2025-06-03 14:57:05+02:00,"48.892777719023975, 2.3270335793495183",Paris,75056
12006,Gare de Lyon - Van Gogh,True,41,1,40,36,4,True,True,2025-06-03 14:58:35+02:00,"48.843839785643, 2.3704450240357",Paris,75056
19124,Alexander Fleming - Belvédère,True,31,30,1,0,1,True,True,2025-06-03 14:54:24+02:00,"48.88179064200294, 2.4030599377642674",Paris,75056
7010,Constantine - Université,True,65,12,52,47,5,True,True,2025-06-03 14:58:32+02:00,"48.860680473738, 2.3148481955842",Paris,75056
10110,Louis Blanc - Jemmapes,True,31,24,3,1,2,True,True,2025-06-03 14:58:28+02:00,"48.879330755297, 2.3684485629201",Paris,75056
15019,Paul Barruel - Vaugirard,True,39,33,3,1,2,True,True,2025-06-03 14:52:30+02:00,"48.84014918546239, 2.3044332861900334",Paris,75056
20203,Evariste Galois,True,21,16,0,0,0,True,True,2025-06-03 14:59:01+02:00,"48.873341356228, 2.4133544409574",Paris,75056
9016,Choron - Martyrs,True,17,16,1,0,1,True,True,2025-06-03 14:58:06+02:00,"48.877851443503, 2.3396701365709",Paris,75056
10037,Quai de Valmy,True,26,19,5,0,5,True,True,2025-06-03 14:55:48+02:00,"48.88126951579429, 2.368186041712761",Paris,75056
15052,Convention - Vaugirard,True,48,38,7,6,1,True,True,2025-06-03 14:53:35+02:00,"48.83767682233156, 2.295586926020252",Paris,75056
15125,Parc Suzanne Lenglen,True,52,4,46,43,3,True,True,2025-06-03 14:58:46+02:00,"48.833250690537874, 2.2765403240919113",Paris,75056
16115,Raffet - Montmorency,True,42,28,13,6,7,True,True,2025-06-03 14:58:21+02:00,"48.85258670812, 2.2629252456151954",Paris,75056
13117,Stade Georges Carpentier,True,40,35,5,2,3,True,True,2025-06-03 14:55:52+02:00,"48.820482438381, 2.3668321967125",Paris,75056
13039,Ivry - Simone Weil,True,18,14,3,2,1,True,True,2025-06-03 14:54:22+02:00,"48.823283932030755, 2.3659095168113713",Paris,75056
5034,Censier - Santeuil,True,69,50,19,17,2,True,True,2025-06-03 14:58:34+02:00,"48.840658921385234, 2.3537524044513702",Paris,75056
10017,Gare de l'Est - Fidélité,True,15,7,6,1,5,True,True,2025-06-03 14:59:01+02:00,"48.874575, 2.356796",Paris,75056
16024,Ranelagh - Maison de la Radio,True,22,4,18,16,2,True,True,2025-06-03 14:57:23+02:00,"48.85293603169479, 2.280449643731117",Paris,75056
19025,Botzaris - Crimée,True,21,19,2,0,2,True,True,2025-06-03 14:58:23+02:00,"48.87959698690176, 2.3887913337477067",Paris,75056
15043,Brancion - Lefebvre,True,11,9,2,1,1,True,True,2025-06-03 14:56:25+02:00,"48.82900222785569, 2.301431038163409",Paris,75056
16009,Saint-Didier - Raymond Poincaré,True,17,12,4,0,4,True,True,2025-06-03 14:50:45+02:00,"48.86642312020962, 2.285863497192411",Paris,75056
20009,Docteurs Déjérine - Pte de Montreuil,True,20,14,2,0,2,True,True,2025-06-03 14:56:49+02:00,"48.85398448133697, 2.41208288897222",Paris,75056
10153,Gare du Nord - Denain,True,20,16,3,1,2,True,True,2025-06-03 14:58:24+02:00,"48.879595787608, 2.3544725775719",Paris,75056
16003,André Maurois - Joseph et Marie Hackin,True,29,23,6,1,5,True,True,2025-06-03 14:58:14+02:00,"48.8778983, 2.2789591",Paris,75056
11032,Jean-Pierre Timbaud - Vaucouleurs,True,47,36,12,6,6,True,True,2025-06-03 14:58:35+02:00,"48.867937, 2.377885",Paris,75056
15072,Place Fernand Forest,True,33,5,25,21,4,True,True,2025-06-03 14:58:29+02:00,"48.849269143836, 2.281863167882",Paris,75056
4003,Quai aux Fleurs - Pont Saint-Louis,True,21,6,13,7,6,True,True,2025-06-03 14:59:02+02:00,"48.852915956209, 2.3521957173944",Paris,75056
16014,Eylau - Trocadéro,True,24,18,6,2,4,True,True,2025-06-03 14:55:58+02:00,"48.863354122371, 2.2864209115505",Paris,75056
16007,Longchamp - Place d'Iéna,True,40,21,19,3,16,True,True,2025-06-03 14:56:26+02:00,"48.864917233434, 2.2926748171449",Paris,75056
4001,Arcole - Notre-Dame,True,31,9,21,15,6,True,True,2025-06-03 14:58:56+02:00,"48.853883541328, 2.3493797332048",Paris,75056
11109,Pierre Levée - Fontaine Timbaud,True,23,17,6,3,3,True,True,2025-06-03 14:56:28+02:00,"48.86632723374305, 2.3711163550615306",Paris,75056
13033,Porte d'Italie,True,13,8,5,2,3,True,True,2025-06-03 14:56:19+02:00,"48.817161987718954, 2.360236309468746",Paris,75056
15123,Commerce - Letellier,True,44,34,9,8,1,True,True,2025-06-03 14:57:51+02:00,"48.84797660373612, 2.2966245196598805",Paris,75056
16020,Place de la Porte de Passy,True,36,18,17,13,4,True,True,2025-06-03 14:57:44+02:00,"48.857341095470794, 2.2644165538827115",Paris,75056
17039,Place Saint-Ferdinand,True,38,26,11,6,5,True,True,2025-06-03 14:57:32+02:00,"48.87815529789739, 2.288518047864942",Paris,75056
13126,Place Nationale - Château-des-Rentiers,True,18,16,2,1,1,True,True,2025-06-03 14:55:52+02:00,"48.829268, 2.365212",Paris,75056
14101,Gare Montparnasse - Edgar Quinet,True,33,31,1,0,1,True,True,2025-06-03 14:58:15+02:00,"48.841487851079, 2.3233232282801",Paris,75056
16101,Malakoff - Place de la Porte Maillot,True,28,16,8,7,1,True,True,2025-06-03 14:58:52+02:00,"48.876733496638, 2.2834577411413",Paris,75056
8020,Batignolles - Beudant,True,44,44,0,0,0,True,True,2025-06-03 14:54:36+02:00,"48.88216401466375, 2.319852970540523",Paris,75056
15023,La Motte-Picquet - Grenelle,True,34,22,11,10,1,True,True,2025-06-03 14:57:14+02:00,"48.84858321339195, 2.299347817897797",Paris,75056
8001,Petit Palais,True,46,12,34,24,10,True,True,2025-06-03 14:58:12+02:00,"48.8667692, 2.3157655",Paris,75056
13011,Hôpital - Campo-Formio,True,11,8,3,1,2,True,True,2025-06-03 14:51:44+02:00,"48.835405, 2.358218",Paris,75056
10012,Vinaigriers - Magenta,True,25,21,3,0,3,True,True,2025-06-03 14:58:58+02:00,"48.8731167, 2.3593052",Paris,75056
14131,Jourdan - Monticelli,True,30,26,3,0,3,True,True,2025-06-03 14:55:12+02:00,"48.822032, 2.329095",Paris,75056
13048,Wurtz - Tolbiac,True,28,27,1,0,1,True,True,2025-06-03 14:51:38+02:00,"48.82631195621, 2.344585955143",Paris,75056
17023,Porte d'Asnières,True,36,26,6,3,3,True,True,2025-06-03 14:53:50+02:00,"48.89035817610495, 2.3036286234855656",Paris,75056
10018,Square Alban Satragne,True,30,27,2,2,0,True,True,2025-06-03 14:54:14+02:00,"48.875388227727, 2.3559567333359",Paris,75056
4002,Marché aux fleurs,True,23,8,15,10,5,True,True,2025-06-03 14:55:48+02:00,"48.855258115391, 2.3473754525185",Paris,75056
20108,Jardin de l'Hospice Debrousse,True,23,21,2,1,1,True,True,2025-06-03 14:57:10+02:00,"48.861451061938, 2.40568600595",Paris,75056
10105,Mazagran - Bonne Nouvelle,True,25,10,13,11,2,True,True,2025-06-03 14:58:48+02:00,"48.870047123655, 2.3511248454452",Paris,75056
5014,Jean Calvin - Tournefort,True,28,12,16,6,10,True,True,2025-06-03 14:56:48+02:00,"48.84158856925782, 2.348489575088024",Paris,75056
13109,Brillat-Savarin - Küss,True,21,14,6,4,2,True,True,2025-06-03 14:56:46+02:00,"48.822203, 2.350422",Paris,75056
20007,Buzenval - Avron,True,50,48,2,0,2,True,True,2025-06-03 14:58:00+02:00,"48.851617204999, 2.4015135973077",Paris,75056
20122,Vitruve - Davout,True,23,22,1,0,1,True,True,2025-06-03 14:58:07+02:00,"48.86053161154489, 2.4091592812626543",Paris,75056
17015,Place de Lévis,True,48,46,2,0,2,True,True,2025-06-03 14:50:53+02:00,"48.883546851533254, 2.3131933808326726",Paris,75056
9114,Faubourg Poissonnière - Dunkerque,True,30,29,1,0,1,True,True,2025-06-03 14:55:06+02:00,"48.880883445404436, 2.349934279918671",Paris,75056
8013,Marignan - Champs-Elysées,True,0,0,0,0,0,False,False,2024-10-07 19:15:37+02:00,"48.869495661232, 2.3066138139003",Paris,75056
16011,Victor Hugo - La Pompe,True,41,35,4,0,4,True,True,2025-06-03 14:57:58+02:00,"48.86795222470859, 2.28146318346262",Paris,75056
12007,Gare de Lyon - Chalon,True,45,29,16,11,5,True,True,2025-06-03 14:59:02+02:00,"48.845666194202, 2.3741452395916",Paris,75056
12043,Daumesnil - Hébrard,True,40,33,6,2,4,True,True,2025-06-03 14:56:37+02:00,"48.8429, 2.38474",Paris,75056
8549,George V - Christophe Colomb,True,24,4,19,15,4,True,True,2025-06-03 14:58:18+02:00,"48.87046, 2.30104",Paris,75056
13032,Italie - Jardin Joan Miro,True,26,23,2,2,0,True,True,2025-06-03 14:54:52+02:00,"48.81990914045756, 2.3592948541045193",Paris,75056
19108,Gaston Tessier - Rosa Parks RER,True,37,23,14,9,5,True,True,2025-06-03 14:58:36+02:00,"48.8963765, 2.3743692",Paris,75056
13128,Quai de la Gare - Pont de Bercy,True,30,1,29,22,7,True,True,2025-06-03 14:58:56+02:00,"48.83730787972, 2.3740861260598",Paris,75056
17003,Jacques Kellner - Saint-Ouen,True,45,37,7,1,6,True,True,2025-06-03 14:57:29+02:00,"48.895809485802886, 2.327897409164145",Paris,75056
17107,Berthier - Place Stuart Merril,True,37,32,4,3,1,True,True,2025-06-03 14:59:04+02:00,"48.885927922355044, 2.2933450341224675",Paris,75056
6008,Assas - Luxembourg,True,33,29,3,1,2,True,True,2025-06-03 14:57:37+02:00,"48.843734468779, 2.3334283818759",Paris,75056
15057,Lucien Bossoutrot - Général Martial Vallin,True,39,6,30,28,2,True,True,2025-06-03 14:55:56+02:00,"48.836956046311, 2.2741072252393",Paris,75056
11021,Charonne - Pierre Bayle,True,23,22,1,0,1,True,True,2025-06-03 14:57:08+02:00,"48.858445054262, 2.3903981223891",Paris,75056
16002,Pergolèse - Malakoff,True,38,37,1,0,1,True,True,2025-06-03 14:49:47+02:00,"48.87521088779225, 2.2842781618237495",Paris,75056
15004,Vaugirard - Pasteur,True,21,20,1,0,1,True,True,2025-06-03 14:53:59+02:00,"48.84040868803496, 2.3154367133975033",Paris,75056
15030,Emeriau - Beaugrenelle,True,74,12,61,53,8,True,True,2025-06-03 14:59:00+02:00,"48.84791249714942, 2.2843059897422795",Paris,75056
18007,Goutte d'or - Barbès,True,20,17,3,0,3,True,True,2025-06-03 14:57:43+02:00,"48.885124323627, 2.3496962338686",Paris,75056
19128,Quai de l'Oise - Aisne,True,30,25,4,3,1,True,True,2025-06-03 14:49:45+02:00,"48.8906231, 2.3833701",Paris,75056
18006,Square Louise Michel,True,36,34,2,1,1,True,True,2025-06-03 14:58:44+02:00,"48.884687354509, 2.3441386967897",Paris,75056
10165,Gare de l'Est - Place du 11 Novembre 1918,True,40,35,4,0,4,True,True,2025-06-03 14:56:25+02:00,"48.876327, 2.3585464",Paris,75056
15064,Javel - André Citroën,True,45,13,30,26,4,True,True,2025-06-03 14:58:18+02:00,"48.846276485475, 2.2786368057132",Paris,75056
13044,Place Jeanne d'Arc,True,36,31,4,2,2,True,True,2025-06-03 14:54:52+02:00,"48.829575, 2.369126",Paris,75056
14010,Jean Moulin - Place Victor et Hélène Basch,True,41,30,9,1,8,True,True,2025-06-03 14:56:49+02:00,"48.82764910241, 2.3261967301369",Paris,75056
17108,Bessières - Porte de Clichy,True,33,18,15,14,1,True,True,2025-06-03 14:58:06+02:00,"48.89611762451474, 2.31790903955698",Paris,75056
5012,Estrapade - Ulm,True,16,10,6,2,4,True,True,2025-06-03 14:58:28+02:00,"48.84512772828, 2.3454568170362",Paris,75056
8037,Monceau - Malesherbes,True,38,32,5,1,4,True,True,2025-06-03 14:57:56+02:00,"48.8795079, 2.3145456",Paris,75056
6027,Blaise-Desgoffe - Vaugirard,True,32,20,11,10,1,True,True,2025-06-03 14:57:23+02:00,"48.846128877747, 2.3242672160268",Paris,75056
15311,Quai du Président Roosevelt - Pont Aval,True,30,0,30,27,3,True,True,2025-06-03 14:54:51+02:00,"48.8343883676388, 2.2656820714473724",Paris,75056
15005,Place Jacques et Thérèse Tréfouël,True,43,36,7,1,6,True,True,2025-06-03 14:56:53+02:00,"48.842726498317, 2.3125657439232",Paris,75056
9027,Douai - Pierre Fontaine,True,25,22,3,2,1,True,True,2025-06-03 14:55:55+02:00,"48.88229101148092, 2.33324121683836",Paris,75056
4020,Place Edmond Michelet,True,23,7,16,12,4,True,True,2025-06-03 14:52:40+02:00,"48.860134890542, 2.3500636965036",Paris,75056
17119,Toqueville - Cardinet,True,33,28,4,0,4,True,True,2025-06-03 14:57:40+02:00,"48.88490187110713, 2.3109393194317818",Paris,75056
15022,Emile Zola - Fondary,True,42,29,12,11,1,True,True,2025-06-03 14:59:00+02:00,"48.847051143113745, 2.2953405976295476",Paris,75056
9004,Gérando - Rochechouart,True,21,16,5,0,5,True,True,2025-06-03 14:56:30+02:00,"48.88294340845, 2.3464846238494",Paris,75056
11017,Charonne - Bureau,True,47,46,0,0,0,True,True,2025-06-03 14:57:26+02:00,"48.854176, 2.396093",Paris,75056
12026,Place Ginette Hamelin,True,51,34,17,14,3,True,True,2025-06-03 14:56:12+02:00,"48.837853, 2.382064",Paris,75056
1021,Halles - Bourdonnais,True,20,14,6,4,2,True,True,2025-06-03 14:58:27+02:00,"48.860448992575, 2.3460162431002",Paris,75056
10162,Alexandre Parodi - Quai de Valmy,True,24,20,4,0,4,True,True,2025-06-03 14:57:04+02:00,"48.879359419425, 2.3665961623192",Paris,75056
7017,La Motte-Picquet - La Tour Maubourg,True,40,24,8,6,2,True,True,2025-06-03 14:58:54+02:00,"48.856926701847, 2.3096215831203",Paris,75056
6012,Saint-Germain - Ciseaux,True,18,10,6,1,5,True,True,2025-06-03 14:56:57+02:00,"48.853305277595, 2.3344654618827",Paris,75056
13009,Auguste Blanqui - Corvisart,True,26,26,0,0,0,True,True,2025-06-03 14:56:56+02:00,"48.8300989, 2.3502726",Paris,75056
15071,Suffren - Champ de Mars,True,23,19,3,0,3,True,True,2025-06-03 14:58:14+02:00,"48.8547194, 2.2952168",Paris,75056
12018,Saint-Mandé - Fabre d'Eglantine,True,34,29,5,2,3,True,True,2025-06-03 14:56:45+02:00,"48.8453579, 2.3965022",Paris,75056
9006,Dunkerque - Trudaine,True,16,14,1,0,1,True,True,2025-06-03 14:58:27+02:00,"48.88215166773376, 2.3463253676891327",Paris,75056
15011,Cambronne - Villa Croix Nivert,True,62,61,1,0,1,True,True,2025-06-03 14:59:00+02:00,"48.845847561366, 2.3017574474216",Paris,75056
18030,Joseph Dijon - Ornano,True,37,34,3,2,1,True,True,2025-06-03 14:54:21+02:00,"48.89374453351521, 2.3476678133010864",Paris,75056
